"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"25/10/2019","1,95","3,25","68,40","1,81","","-38,10%"
"24/10/2019","3,15","1,95","3,78","0,34","","52,91%"
"23/10/2019","2,06","1,00","48,00","0,50","","60,94%"
"22/10/2019","1,28","21,00","21,00","0,53","","-63,11%"
"21/10/2019","3,47","4,40","19,68","2,89","","23,05%"
"18/10/2019","2,82","1,29","14,40","1,29","","95,83%"
"17/10/2019","1,44","15,50","15,50","0,52","","13,39%"
"16/10/2019","1,27","1,62","2,16","0,23","","7,63%"
"15/10/2019","1,18","3,88","19,61","0,52","","-71,36%"
"14/10/2019","4,12","50,00","50,00","1,48","","135,43%"
"11/10/2019","1,75","3,23","4,11","0,10","","-58,92%"
"10/10/2019","4,26","0,75","50,67","0,75","","468,00%"
"09/10/2019","0,75","2,00","26,00","0,21","","-56,14%"
"08/10/2019","1,71","1,33","1,76","0,26","","-9,52%"
"07/10/2019","1,89","48,00","48,00","1,27","","-58,37%"
"04/10/2019","4,54","2,57","8,89","0,21","","83,06%"
"03/10/2019","2,48","6,00","6,60","0,85","","0,40%"
"02/10/2019","2,47","1,00","12,27","0,50","","183,91%"
"01/10/2019","0,87","0,43","13,56","0,43","","-87,37%"
"30/09/2019","6,89","2,37","7,34","0,22","","151,46%"
"27/09/2019","2,74","9,00","13,33","1,26","","44,97%"
"26/09/2019","1,89","0,15","3,31","0,15","","44,27%"
"25/09/2019","1,31","0,04","9,82","0,04","","-19,63%"
"24/09/2019","1,63","5,00","53,14","0,53","","-72,56%"
"23/09/2019","5,94","3,27","16,08","1,59","","330,43%"
"20/09/2019","1,38","0,03","2,24","0,03","","-22,03%"
"19/09/2019","1,77","24,00","28,50","0,21","","-23,04%"
"18/09/2019","2,30","1,33","86,50","0,67","","74,24%"
"17/09/2019","1,32","1,02","3,67","0,01","","3,94%"
"16/09/2019","1,27","26,25","26,25","0,41","","-46,19%"
"13/09/2019","2,36","3,39","14,17","0,57","","67,38%"
"12/09/2019","1,41","0,95","8,19","0,50","","19,49%"
"11/09/2019","1,18","1,56","7,10","0,10","","-49,36%"
"10/09/2019","2,33","0,17","2,33","0,01","","36,26%"
"09/09/2019","1,71","40,10","40,10","0,97","","-15,76%"
"06/09/2019","2,03","3,85","58,58","1,96","","-50,85%"
"05/09/2019","4,13","88,00","92,71","2,46","","77,25%"
"04/09/2019","2,33","2,75","7,05","1,13","","-25,32%"
"03/09/2019","3,12","2,92","95,50","2,25","","140,00%"
"02/09/2019","1,30","1,76","74,00","0,45","","-16,67%"
"30/08/2019","1,56","6,10","11,60","1,24","","-67,70%"
"29/08/2019","4,83","1,76","16,82","1,76","","154,21%"
"28/08/2019","1,90","0,77","7,98","0,56","","21,79%"
"27/08/2019","1,56","2,00","7,00","1,11","","-35,00%"
"26/08/2019","2,40","2,00","15,08","0,80","","29,73%"
"23/08/2019","1,85","0,26","2,31","0,11","","-28,02%"
"22/08/2019","2,57","0,01","7,65","0,01","","135,78%"
"21/08/2019","1,09","51,00","51,00","1,00","","-40,76%"
"20/08/2019","1,84","1,51","6,67","1,51","","-31,85%"
"19/08/2019","2,70","0,25","61,67","0,25","","22,17%"
"16/08/2019","2,21","2,27","30,38","1,20","","-3,49%"
"15/08/2019","2,29","2,06","3,05","0,03","","24,46%"
"14/08/2019","1,84","2,05","10,48","1,78","","19,48%"
"13/08/2019","1,54","0,84","12,00","0,64","","20,31%"
"12/08/2019","1,28","1,00","4,65","0,16","","33,33%"
"09/08/2019","0,96","2,00","2,10","0,27","","-44,51%"
"08/08/2019","1,73","3,67","6,67","0,21","","49,14%"
"07/08/2019","1,16","2,30","89,50","0,81","","-56,55%"
"06/08/2019","2,67","12,20","55,40","0,76","","45,90%"
"05/08/2019","1,83","50,00","50,00","0,74","","-12,44%"
"02/08/2019","2,09","91,00","91,00","0,97","","-27,43%"
"01/08/2019","2,88","2,88","2,88","2,88","","12,50%"
"31/07/2019","2,56","1,58","49,43","1,43","","27,36%"
"30/07/2019","2,01","0,28","3,97","0,28","","-11,06%"
"29/07/2019","2,26","4,00","20,73","1,51","","-9,96%"
"26/07/2019","2,51","1,66","96,75","1,66","","57,86%"
"25/07/2019","1,59","2,17","8,50","0,05","","-28,38%"
"24/07/2019","2,22","0,86","65,00","0,86","","83,47%"
"23/07/2019","1,21","1,08","4,79","0,71","","32,97%"
"22/07/2019","0,91","3,33","3,33","0,58","","-49,72%"
"19/07/2019","1,81","1,52","6,00","0,42","","26,57%"
"18/07/2019","1,43","1,31","38,00","0,44","","-15,88%"
"17/07/2019","1,70","0,20","1,78","0,20","","44,07%"
"16/07/2019","1,18","0,50","3,72","0,32","","-31,79%"
"15/07/2019","1,73","0,75","19,00","0,50","","-39,30%"
"12/07/2019","2,85","1,78","45,00","0,75","","21,28%"
"11/07/2019","2,35","0,70","13,54","0,03","","235,71%"
"10/07/2019","0,70","31,00","34,71","0,63","","-70,59%"
"09/07/2019","2,38","1,99","16,91","0,76","","19,60%"
"08/07/2019","1,99","3,00","21,00","0,96","","-22,57%"
"05/07/2019","2,57","0,50","19,35","0,11","","76,03%"
"04/07/2019","1,46","1,00","10,39","0,61","","-7,59%"
"03/07/2019","1,58","0,33","2,50","0,02","","-31,90%"
"02/07/2019","2,32","1,67","8,53","0,06","","28,89%"
"01/07/2019","1,80","0,40","2,40","0,18","","-19,28%"
"28/06/2019","2,23","0,28","3,85","0,28","","-9,35%"
"27/06/2019","2,46","0,25","43,00","0,25","","66,22%"
"26/06/2019","1,48","18,53","33,94","1,43","","-65,01%"
"25/06/2019","4,23","36,00","99,00","1,00","","36,45%"
"24/06/2019","3,10","5,75","8,40","0,79","","109,46%"
"21/06/2019","1,48","1,52","42,67","0,81","","22,31%"
"20/06/2019","1,21","1,24","70,89","0,94","","0,83%"
"19/06/2019","1,20","0,87","5,60","0,05","","27,66%"
"18/06/2019","0,94","0,03","4,51","0,03","","-86,34%"
"17/06/2019","6,88","27,00","40,00","0,38","","567,96%"
"14/06/2019","1,03","4,50","29,00","0,43","","-38,32%"
"13/06/2019","1,67","0,20","12,04","0,20","","81,52%"
"12/06/2019","0,92","0,62","84,00","0,02","","48,39%"
"11/06/2019","0,62","28,00","66,20","0,62","","-92,07%"
"07/06/2019","7,82","3,12","20,25","0,79","","253,85%"
"06/06/2019","2,21","1,51","51,25","0,24","","20,11%"
"05/06/2019","1,84","2,67","35,50","1,52","","-54,00%"
"04/06/2019","4,00","3,38","4,00","0,99","","71,67%"
"03/06/2019","2,33","2,67","11,54","0,79","","-60,37%"
"31/05/2019","5,88","8,54","45,44","5,88","","58.700,00%"
"30/05/2019","0,01","0,01","0,01","0,01","","-99,51%"
"29/05/2019","2,06","0,64","9,52","0,64","","10,16%"
"28/05/2019","1,87","0,77","7,50","0,62","","-77,71%"
"27/05/2019","8,39","1,22","42,50","1,22","","353,51%"
"24/05/2019","1,85","3,03","89,80","0,62","","-34,40%"
"23/05/2019","2,82","2,06","7,00","0,24","","30,56%"
"22/05/2019","2,16","1,58","51,53","1,58","","52,11%"
"21/05/2019","1,42","50,00","64,00","0,38","","-44,53%"
"20/05/2019","2,56","2,25","2,62","0,16","","169,47%"
"17/05/2019","0,95","0,01","2,67","0,01","","-30,66%"
"16/05/2019","1,37","0,01","3,28","0,01","","-38,84%"
"15/05/2019","2,24","0,46","8,18","0,46","","100,00%"
"14/05/2019","1,12","2,29","2,29","0,27","","-52,94%"
"13/05/2019","2,38","2,43","61,20","1,03","","0,85%"
"10/05/2019","2,36","0,12","3,75","0,09","","18,00%"
"09/05/2019","2,00","0,39","3,73","0,39","","41,84%"
"08/05/2019","1,41","1,00","59,33","0,18","","-14,02%"
"07/05/2019","1,64","1,49","3,01","0,00","","-25,45%"
"06/05/2019","2,20","7,20","8,60","0,54","","-71,05%"
"03/05/2019","7,60","3,75","24,00","0,01","","113,48%"
"02/05/2019","3,56","1,92","22,40","0,22","","67,92%"
"30/04/2019","2,12","2,00","3,09","0,11","","50,35%"
"29/04/2019","1,41","40,80","50,20","1,04","","3,68%"
"26/04/2019","1,36","1,81","81,50","0,01","","-37,04%"
"25/04/2019","2,16","1,43","22,79","0,91","","27,06%"
"24/04/2019","1,70","1,61","5,75","0,80","","-53,93%"
"23/04/2019","3,69","5,00","53,75","2,25","","238,53%"
"18/04/2019","1,09","0,46","33,00","0,46","","45,33%"
"17/04/2019","0,75","1,01","1,01","0,00","","-13,79%"
"16/04/2019","0,87","1,03","1,79","0,12","","-26,89%"
"15/04/2019","1,19","60,00","60,00","0,30","","-19,05%"
"12/04/2019","1,47","2,50","3,28","0,23","","25,64%"
"11/04/2019","1,17","3,00","15,50","0,69","","-87,93%"
"10/04/2019","9,69","0,01","13,00","0,01","","290,73%"
"09/04/2019","2,48","4,13","4,61","1,10","","5,53%"
"08/04/2019","2,35","0,25","57,75","0,25","","-7,48%"
"05/04/2019","2,54","0,71","16,34","0,62","","-40,24%"
"04/04/2019","4,25","50,00","55,00","1,97","","226,92%"
"03/04/2019","1,30","13,67","91,88","1,28","","-25,29%"
"02/04/2019","1,74","0,98","6,00","0,32","","-42,57%"
"01/04/2019","3,03","2,25","5,15","0,43","","209,18%"
"29/03/2019","0,98","1,73","1,73","0,02","","-43,68%"
"28/03/2019","1,74","1,43","1,82","0,03","","21,68%"
"27/03/2019","1,43","2,50","16,00","0,16","","-49,29%"
"26/03/2019","2,82","0,05","3,23","0,05","","27,60%"
"25/03/2019","2,21","0,33","5,50","0,24","","-19,93%"
"22/03/2019","2,76","3,38","6,29","0,01","","-17,37%"
"21/03/2019","3,34","2,00","72,50","0,02","","61,35%"
"20/03/2019","2,07","5,80","15,00","1,63","","50,00%"
"19/03/2019","1,38","16,00","16,00","0,56","","-60,91%"
"18/03/2019","3,53","16,00","22,75","1,35","","75,62%"
"15/03/2019","2,01","1,57","3,93","0,07","","240,68%"
"14/03/2019","0,59","1,50","6,00","0,33","","-58,16%"
"13/03/2019","1,41","1,64","11,00","0,04","","-5,37%"
"12/03/2019","1,49","0,02","4,41","0,02","","-0,67%"
"11/03/2019","1,50","1,11","3,49","0,71","","-40,94%"
"08/03/2019","2,54","1,49","21,35","0,01","","88,15%"
"07/03/2019","1,35","3,68","6,50","0,09","","-50,18%"
"06/03/2019","2,71","3,92","6,55","0,02","","-16,62%"
"05/03/2019","3,25","2,91","51,00","0,09","","60,89%"
"04/03/2019","2,02","1,62","90,14","0,01","","6,32%"
"01/03/2019","1,90","0,99","29,25","0,99","","126,19%"
"28/02/2019","0,84","1,96","10,00","0,04","","-53,85%"
"27/02/2019","1,82","1,00","25,33","1,00","","-43,12%"
"26/02/2019","3,20","1,44","19,56","0,87","","128,57%"
"25/02/2019","1,40","23,00","27,17","0,68","","-23,08%"
"22/02/2019","1,82","0,66","4,12","0,33","","37,88%"
"21/02/2019","1,32","0,04","6,60","0,04","","-57,96%"
"20/02/2019","3,14","14,00","60,00","1,39","","-23,60%"
"19/02/2019","4,11","2,00","46,92","1,50","","33,44%"
"18/02/2019","3,08","0,09","3,56","0,09","","105,33%"
"15/02/2019","1,50","0,01","12,50","0,01","","32,74%"
"14/02/2019","1,13","4,35","32,50","0,03","","20,21%"
"13/02/2019","0,94","0,87","2,00","0,02","","-44,38%"
"12/02/2019","1,69","0,44","22,90","0,00","","9,03%"
"11/02/2019","1,55","1,44","82,00","0,61","","26,02%"
"08/02/2019","1,23","0,00","5,26","0,00","","19,42%"
"07/02/2019","1,03","9,60","9,60","0,88","","-12,71%"
"06/02/2019","1,18","5,33","46,83","0,87","","-18,06%"
"05/02/2019","1,44","0,40","10,19","0,40","","-26,90%"
"04/02/2019","1,97","3,00","35,50","1,64","","10,67%"
"01/02/2019","1,78","0,10","83,00","0,10","","345,00%"
"31/01/2019","0,40","0,97","75,89","0,40","","-46,67%"
"30/01/2019","0,75","2,00","2,32","0,61","","-54,82%"
"29/01/2019","1,66","0,20","7,91","0,20","","29,69%"
"28/01/2019","1,28","6,94","6,94","0,75","","-27,27%"
"25/01/2019","1,76","0,12","60,33","0,12","","85,26%"
"24/01/2019","0,95","0,25","13,90","0,21","","-29,63%"
"23/01/2019","1,35","0,12","23,82","0,12","","-58,84%"
"22/01/2019","3,28","29,00","29,00","0,12","","277,01%"
"21/01/2019","0,87","0,11","1,99","0,10","","-16,35%"
"18/01/2019","1,04","0,82","2,21","0,01","","-2,80%"
"17/01/2019","1,07","34,50","34,50","0,15","","50,70%"
"16/01/2019","0,71","0,08","82,00","0,08","","-80,86%"
"15/01/2019","3,71","83,50","84,10","3,67","","28,82%"
"14/01/2019","2,88","28,00","60,00","0,29","","134,15%"
"11/01/2019","1,23","2,00","12,00","0,67","","-46,05%"
"10/01/2019","2,28","0,08","14,11","0,08","","64,03%"
"09/01/2019","1,39","0,03","12,09","0,03","","-19,19%"
"08/01/2019","1,72","0,93","4,09","0,32","","50,88%"
"07/01/2019","1,14","0,25","90,00","0,25","","-62,99%"
"04/01/2019","3,08","0,08","27,20","0,08","","93,71%"
"03/01/2019","1,59","0,03","5,56","0,03","","106,49%"
"28/12/2018","0,77","0,10","5,40","0,10","","-45,00%"
"27/12/2018","1,40","1,10","2,20","0,20","","-18,13%"
"21/12/2018","1,71","2,07","10,70","0,03","","-8,56%"
"20/12/2018","1,87","1,66","2,89","0,02","","14,72%"
"19/12/2018","1,63","1,73","29,20","0,06","","-9,44%"
"18/12/2018","1,80","0,40","18,57","0,36","","-11,33%"
"17/12/2018","2,03","0,04","2,90","0,01","","7,41%"
"14/12/2018","1,89","0,02","2,67","0,02","","15,24%"
"05/12/2018","1,64","0,04","4,43","0,04","","-48,26%"
"04/12/2018","3,17","1,14","16,18","0,73","","70,43%"
"03/12/2018","1,86","44,00","53,00","0,57","","-11,00%"
"30/11/2018","2,09","1,36","24,50","0,38","","2,96%"
"29/11/2018","2,03","2,52","9,56","0,02","","23,03%"
"28/11/2018","1,65","1,00","6,00","0,45","","51,38%"
"27/11/2018","1,09","0,62","90,00","0,62","","7,92%"
"26/11/2018","1,01","0,04","2,45","0,03","","-59,92%"
"23/11/2018","2,52","0,91","4,48","0,69","","83,94%"
"22/11/2018","1,37","11,00","11,09","1,00","","-56,78%"
"21/11/2018","3,17","0,30","3,23","0,30","","95,68%"
"20/11/2018","1,62","3,50","73,33","1,00","","20,00%"
"19/11/2018","1,35","0,05","3,44","0,04","","64,63%"
"16/11/2018","0,82","2,85","2,85","0,09","","-75,08%"
"15/11/2018","3,29","1,92","4,20","0,36","","51,61%"
"14/11/2018","2,17","2,00","25,33","0,04","","7,96%"
"13/11/2018","2,01","0,02","17,32","0,02","","24,07%"
"12/11/2018","1,62","1,10","16,53","1,10","","-47,06%"
"09/11/2018","3,06","0,33","7,37","0,31","","10,87%"
"08/11/2018","2,76","3,31","76,50","1,70","","-25,81%"
"07/11/2018","3,72","1,68","4,57","0,07","","116,28%"
"06/11/2018","1,72","0,33","6,25","0,24","","-83,48%"
"05/11/2018","10,41","6,50","36,70","3,17","","288,43%"
"02/11/2018","2,68","0,50","12,50","0,50","","-2,90%"
"01/11/2018","2,76","1,50","8,78","0,32","","85,23%"
"31/10/2018","1,49","0,69","2,01","0,28","","-5,70%"
"30/10/2018","1,58","1,15","4,46","1,04","","-54,47%"
"29/10/2018","3,47","5,17","21,83","1,71","","-59,51%"
"26/10/2018","8,57","42,20","46,00","2,90","","215,07%"
"25/10/2018","2,72","2,75","3,58","0,09","","147,27%"
"24/10/2018","1,10","2,24","2,24","0,10","","-49,54%"
"23/10/2018","2,18","2,35","2,35","0,53","","66,41%"
"22/10/2018","1,31","31,00","92,00","1,12","","-33,50%"
"19/10/2018","1,97","0,03","25,00","0,03","","8,84%"
"18/10/2018","1,81","10,40","11,58","0,83","","-8,12%"
"17/10/2018","1,97","0,07","2,06","0,07","","14,53%"
"16/10/2018","1,72","1,00","35,50","1,00","","-62,85%"
"15/10/2018","4,63","0,03","9,07","0,03","","219,31%"
"12/10/2018","1,45","0,40","3,75","0,40","","-60,92%"
"11/10/2018","3,71","0,95","4,54","0,59","","148,99%"
"10/10/2018","1,49","90,00","93,00","0,61","","2,76%"
"09/10/2018","1,45","1,00","6,40","0,03","","-48,40%"
"08/10/2018","2,81","64,00","64,00","1,15","","215,73%"
"05/10/2018","0,89","37,50","94,17","0,61","","-75,14%"
"04/10/2018","3,58","0,09","36,14","0,09","","68,08%"
"03/10/2018","2,13","0,50","65,50","0,50","","-2,74%"
"02/10/2018","2,19","9,20","23,91","2,09","","-20,94%"
"01/10/2018","2,77","4,67","8,33","2,17","","-12,89%"
"28/09/2018","3,18","0,02","5,79","0,02","","221,21%"
"27/09/2018","0,99","0,40","3,04","0,05","","-77,24%"
"26/09/2018","4,35","1,50","35,69","1,20","","417,86%"
"25/09/2018","0,84","0,09","0,86","0,04","","-40,00%"
"24/09/2018","1,40","4,00","4,00","0,02","","53,85%"
"21/09/2018","0,91","1,63","1,63","0,07","","-53,33%"
"20/09/2018","1,95","18,00","38,18","0,56","","-30,11%"
"19/09/2018","2,79","1,25","62,00","0,80","","55,87%"
"18/09/2018","1,79","1,40","3,32","0,26","","43,20%"
"17/09/2018","1,25","0,21","2,22","0,21","","-53,70%"
"14/09/2018","2,70","2,25","8,40","0,08","","16,38%"
"13/09/2018","2,32","0,78","4,71","0,06","","169,77%"
"12/09/2018","0,86","0,93","1,04","0,01","","-33,85%"
"11/09/2018","1,30","0,81","9,50","0,55","","18,18%"
"10/09/2018","1,10","2,80","36,67","0,58","","-68,12%"
"07/09/2018","3,45","0,42","32,89","0,42","","176,00%"
"06/09/2018","1,25","2,48","2,48","0,02","","-47,70%"
"05/09/2018","2,39","12,00","28,00","1,34","","16,59%"
"04/09/2018","2,05","1,00","4,29","0,39","","73,73%"
"03/09/2018","1,18","0,03","1,19","0,03","","-68,36%"
"31/08/2018","3,73","3,48","90,00","1,00","","-8,35%"
"30/08/2018","4,07","1,40","31,71","0,04","","43,82%"
"29/08/2018","2,83","3,33","18,00","1,50","","11,42%"
"28/08/2018","2,54","8,02","69,75","2,00","","-68,13%"
"27/08/2018","7,97","10,67","90,55","7,65","","659,05%"
"24/08/2018","1,05","3,60","17,73","0,69","","-70,67%"
"23/08/2018","3,58","25,00","94,50","3,37","","211,30%"
"22/08/2018","1,15","9,33","31,21","0,93","","-40,41%"
"21/08/2018","1,93","1,88","20,10","1,88","","6,04%"
"20/08/2018","1,82","0,27","10,75","0,16","","-25,71%"
"17/08/2018","2,45","0,03","92,00","0,03","","13,43%"
"16/08/2018","2,16","1,58","2,90","0,51","","61,19%"
"15/08/2018","1,34","1,00","3,32","0,27","","-26,78%"
"14/08/2018","1,83","0,50","8,17","0,17","","-30,94%"
"13/08/2018","2,65","7,00","10,22","0,99","","65,63%"
"10/08/2018","1,60","0,08","2,61","0,08","","-49,84%"
"09/08/2018","3,19","0,93","7,22","0,06","","44,34%"
"08/08/2018","2,21","1,00","10,00","0,58","","-1,34%"
"07/08/2018","2,24","0,00","6,16","0,00","","10,34%"
"06/08/2018","2,03","0,02","3,58","0,02","","222,22%"
"03/08/2018","0,63","0,17","11,44","0,15","","-41,67%"
"02/08/2018","1,08","0,40","6,22","0,04","","-21,74%"
"31/07/2018","1,38","0,25","1,84","0,12","","33,98%"
"30/07/2018","1,03","0,33","15,33","0,33","","-45,50%"
"27/07/2018","1,89","0,01","13,11","0,01","","92,86%"
"26/07/2018","0,98","0,67","3,92","0,67","","-58,65%"
"25/07/2018","2,37","1,48","3,56","0,70","","79,55%"
"24/07/2018","1,32","0,83","65,25","0,25","","59,04%"
"23/07/2018","0,83","1,83","4,94","0,12","","1,22%"
"20/07/2018","0,82","20,00","57,00","0,09","","-21,90%"
"19/07/2018","1,05","1,10","24,50","0,01","","-17,32%"
"18/07/2018","1,27","3,14","3,14","0,97","","69,33%"
"17/07/2018","0,75","0,02","1,28","0,01","","-79,28%"
"16/07/2018","3,62","0,71","40,00","0,71","","77,45%"
"13/07/2018","2,04","0,61","67,00","0,57","","168,42%"
"12/07/2018","0,76","1,23","7,53","0,39","","-45,71%"
"11/07/2018","1,40","0,10","2,17","0,10","","-13,04%"
"10/07/2018","1,61","4,17","14,51","1,41","","51,89%"
"09/07/2018","1,06","12,00","12,00","0,02","","-70,14%"
"06/07/2018","3,55","3,33","7,33","0,07","","446,15%"
"05/07/2018","0,65","0,83","1,22","0,09","","-72,10%"
"04/07/2018","2,33","0,80","39,06","0,73","","38,69%"
"03/07/2018","1,68","0,95","5,00","0,08","","-4,00%"
"02/07/2018","1,75","0,29","2,69","0,29","","-13,37%"
"29/06/2018","2,02","2,94","18,80","0,51","","10,99%"
"28/06/2018","1,82","2,08","2,08","0,01","","10,30%"
"27/06/2018","1,65","2,21","2,31","0,05","","-20,29%"
"26/06/2018","2,07","1,47","92,00","0,04","","40,82%"
"25/06/2018","1,47","0,11","2,39","0,11","","-16,48%"
"22/06/2018","1,76","0,30","4,00","0,30","","-16,98%"
"21/06/2018","2,12","1,50","18,50","0,37","","161,73%"
"20/06/2018","0,81","20,50","20,50","0,55","","-70,86%"
"19/06/2018","2,78","3,20","10,00","0,93","","23,56%"
"18/06/2018","2,25","0,84","11,56","0,44","","102,70%"
"15/06/2018","1,11","2,92","2,92","0,19","","-55,95%"
"14/06/2018","2,52","3,13","9,00","0,34","","23,53%"
"13/06/2018","2,04","2,23","3,23","0,08","","-17,07%"
"12/06/2018","2,46","7,50","7,50","0,16","","-25,68%"
"11/06/2018","3,31","0,96","5,23","0,11","","39,66%"
"08/06/2018","2,37","2,17","73,00","0,63","","17,33%"
"07/06/2018","2,02","7,08","7,08","0,17","","-63,86%"
"06/06/2018","5,59","0,50","7,08","0,50","","28,21%"
"05/06/2018","4,36","2,22","14,00","1,55","","91,23%"
"04/06/2018","2,28","1,50","2,29","0,17","","39,02%"
"01/06/2018","1,64","3,51","3,51","0,68","","-53,67%"
"31/05/2018","3,54","4,50","20,00","0,56","","-9,69%"
"30/05/2018","3,92","0,29","11,66","0,23","","137,58%"
"29/05/2018","1,65","1,62","1,99","1,00","","7,84%"
"28/05/2018","1,53","2,07","2,20","0,16","","-49,00%"
"25/05/2018","3,00","2,57","8,17","1,33","","18,11%"
"24/05/2018","2,54","12,25","12,25","1,39","","-4,15%"
"23/05/2018","2,65","3,77","5,37","1,31","","-23,41%"
"22/05/2018","3,46","2,90","6,70","0,80","","327,16%"
"18/05/2018","0,81","2,10","5,63","0,35","","-61,97%"
"17/05/2018","2,13","2,15","4,31","0,01","","-0,93%"
"16/05/2018","2,15","0,33","2,23","0,19","","-26,12%"
"15/05/2018","2,91","1,12","6,70","0,30","","171,96%"
"14/05/2018","1,07","19,00","19,00","1,03","","-55,79%"
"11/05/2018","2,42","0,01","5,75","0,01","","-6,56%"
"10/05/2018","2,59","2,59","2,59","2,59","","11,64%"
"09/05/2018","2,32","33,75","33,75","0,71","","-47,03%"
"08/05/2018","4,38","0,70","21,00","0,00","","553,73%"
"07/05/2018","0,67","20,00","20,00","0,55","","-84,49%"
"04/05/2018","4,32","1,59","7,06","1,25","","180,52%"
"03/05/2018","1,54","1,09","7,12","0,03","","40,00%"
"02/05/2018","1,10","0,67","18,33","0,67","","-43,30%"
"30/04/2018","1,94","0,05","7,16","0,05","","-64,60%"
"27/04/2018","5,48","7,00","8,20","0,73","","109,16%"
"26/04/2018","2,62","3,00","4,15","0,12","","19,09%"
"25/04/2018","2,20","1,38","77,00","1,27","","193,33%"
"24/04/2018","0,75","0,05","0,76","0,01","","-68,35%"
"23/04/2018","2,37","0,10","5,12","0,06","","28,80%"
"20/04/2018","1,84","1,33","3,15","0,29","","-8,46%"
"19/04/2018","2,01","0,94","3,79","0,03","","111,58%"
"18/04/2018","0,95","1,50","1,50","0,22","","-38,31%"
"17/04/2018","1,54","0,04","9,21","0,04","","45,28%"
"16/04/2018","1,06","2,00","2,28","0,78","","-24,82%"
"13/04/2018","1,41","0,82","1,84","0,45","","27,03%"
"12/04/2018","1,11","1,98","3,80","0,50","","-49,32%"
"11/04/2018","2,19","3,00","15,20","1,48","","-24,22%"
"10/04/2018","2,89","2,06","3,52","0,13","","40,29%"
"09/04/2018","2,06","0,01","2,08","0,01","","23,35%"
"06/04/2018","1,67","2,00","71,50","1,19","","91,95%"
"05/04/2018","0,87","0,65","1,23","0,08","","-2,25%"
"04/04/2018","0,89","1,18","1,76","0,01","","-22,61%"
"03/04/2018","1,15","0,17","1,67","0,09","","32,18%"
"29/03/2018","0,87","0,14","0,87","0,03","","-64,34%"
"28/03/2018","2,44","1,34","3,37","0,12","","62,67%"
"27/03/2018","1,50","0,24","2,90","0,24","","33,93%"
"26/03/2018","1,12","2,32","3,43","0,50","","-18,84%"
"23/03/2018","1,38","50,00","50,00","0,12","","-58,93%"
"22/03/2018","3,36","2,00","3,36","0,06","","20,00%"
"21/03/2018","2,80","2,74","4,00","0,20","","-18,13%"
"20/03/2018","3,42","0,01","30,53","0,01","","94,32%"
"19/03/2018","1,76","39,00","85,00","1,17","","26,62%"
"16/03/2018","1,39","4,00","7,25","0,35","","-36,82%"
"15/03/2018","2,20","0,09","11,12","0,09","","1,85%"
"14/03/2018","2,16","3,86","4,30","0,00","","-54,43%"
"13/03/2018","4,74","1,24","6,04","0,10","","104,31%"
"12/03/2018","2,32","0,05","5,01","0,05","","4,04%"
"09/03/2018","2,23","1,32","10,50","0,02","","-28,06%"
"08/03/2018","3,10","1,00","6,99","0,31","","127,94%"
"07/03/2018","1,36","12,92","15,75","0,66","","-49,63%"
"06/03/2018","2,70","0,07","8,81","0,07","","170,00%"
"05/03/2018","1,00","0,17","27,50","0,17","","-48,72%"
"02/03/2018","1,95","0,33","50,33","0,33","","82,24%"
"01/03/2018","1,07","0,03","1,17","0,01","","-41,85%"
"28/02/2018","1,84","9,00","17,00","1,07","","39,39%"
"27/02/2018","1,32","0,57","6,38","0,57","","-10,20%"
"26/02/2018","1,47","55,50","55,50","0,79","","-27,23%"
"23/02/2018","2,02","0,99","78,60","0,99","","3,59%"
"22/02/2018","1,95","1,00","38,20","0,67","","35,42%"
"21/02/2018","1,44","9,00","10,00","0,68","","-48,39%"
"20/02/2018","2,79","18,00","42,25","0,71","","50,81%"
"19/02/2018","1,85","0,40","12,95","0,40","","-14,35%"
"16/02/2018","2,16","18,00","95,75","1,68","","20,00%"
"15/02/2018","1,80","0,20","3,87","0,07","","63,64%"
"14/02/2018","1,10","24,53","24,53","0,66","","-71,43%"
"13/02/2018","3,85","1,00","25,38","0,93","","41,03%"
"12/02/2018","2,73","0,10","4,94","0,06","","-38,37%"
"09/02/2018","4,43","0,99","5,22","0,60","","114,01%"
"08/02/2018","2,07","0,88","19,07","0,88","","-26,60%"
"07/02/2018","2,82","0,20","6,04","0,06","","5,62%"
"06/02/2018","2,67","6,00","40,82","2,36","","286,96%"
"05/02/2018","0,69","8,64","8,64","0,59","","-62,30%"
"02/02/2018","1,83","0,09","4,14","0,09","","-16,06%"
"01/02/2018","2,18","12,00","15,40","0,16","","49,32%"
"31/01/2018","1,46","75,00","75,00","0,76","","-63,77%"
"30/01/2018","4,03","16,33","24,48","2,98","","28,75%"
"29/01/2018","3,13","0,20","6,29","0,20","","104,58%"
"26/01/2018","1,53","1,46","3,54","0,35","","-53,78%"
"25/01/2018","3,31","2,60","26,10","1,69","","198,20%"
"24/01/2018","1,11","0,57","1,63","0,36","","-0,89%"
"23/01/2018","1,12","0,01","2,44","0,01","","23,08%"
"22/01/2018","0,91","3,20","3,20","0,17","","-41,67%"
"19/01/2018","1,56","0,23","3,21","0,23","","-19,59%"
"18/01/2018","1,94","1,26","3,40","0,05","","-4,43%"
"17/01/2018","2,03","1,96","4,27","0,04","","-17,81%"
"16/01/2018","2,47","2,01","2,54","0,03","","1,23%"
